battery,cycle,time_s,voltage_v,current_a,temperature_c,capacity_ah,soc_actual,soc_predicted,soc_error
B0018,3,1569.563,0.2068745740676272,-0.3160824038442202,-0.2607800653483638,1.8550045207910817,0.53217775,0.48876426,0.04341349
B0018,3,1579.016,0.2013353266700367,-0.321370572751148,-0.2530994273553162,1.8550045207910817,0.5293328,0.48496324,0.04436958
B0018,3,1588.422,0.1960992579677145,-0.3174685676459516,-0.2485130948358023,1.8550045207910817,0.52650154,0.48142824,0.0450733
B0018,3,1597.828,0.1900699031465893,-0.3210493339292906,-0.241463549566606,1.8550045207910817,0.5236704,0.47822496,0.045445412
B0018,3,1607.235,0.1841153864410975,-0.3208504369695227,-0.2353564829190019,1.8550045207910817,0.52083755,0.47538167,0.045455873
B0018,3,1616.61,0.1784132669649131,-0.3202102565346441,-0.2294881429203766,1.8550045207910817,0.5180147,0.47287565,0.045139074
B0018,3,1626.016,0.1727849254846932,-0.3172830637864269,-0.2219257801418616,1.8550045207910817,0.5151839,0.47096458,0.044219345
B0018,3,1635.438,0.1669889318285421,-0.3155579817188813,-0.2167907515230152,1.8550045207910817,0.5123502,0.46927497,0.043075234
B0018,3,1644.844,0.1620145127481171,-0.3160078094154437,-0.2116841766527706,1.8550045207910817,0.50952184,0.46774834,0.041773498
B0018,3,1654.235,0.1556371907940669,-0.3160911294528034,-0.2042509555720251,1.8550045207910817,0.5066977,0.46632218,0.04037553
B0018,3,1663.641,0.1509400990950969,-0.3205285653649873,-0.1989956298756158,1.8550045207910817,0.50386727,0.46487638,0.038990885
B0018,3,1673.078,0.1452458185552544,-0.3183091211538215,-0.193849044886298,1.8550045207910817,0.5010267,0.46326336,0.037763327
B0018,3,1682.485,0.1405271588732633,-0.317224868235717,-0.1891389661947449,1.8550045207910817,0.4981964,0.46130133,0.036895066
B0018,3,1691.844,0.1347785160218291,-0.3183312373119801,-0.1807601917889221,1.8550045207910817,0.49538052,0.45878145,0.03659907
B0018,3,1701.25,0.1302087553953201,-0.3187793931108137,-0.174929300837674,1.8550045207910817,0.49254993,0.4555283,0.037021637
B0018,3,1710.656,0.1242495265252336,-0.3157104681231816,-0.1682969439665344,1.8550045207910817,0.48972034,0.45163757,0.03808278
B0018,3,1720.016,0.1188473120940506,-0.3209940031259879,-0.1619325784904843,1.8550045207910817,0.48690376,0.44718897,0.039714783
B0018,3,1729.422,0.1130734880896416,-0.3192014352780847,-0.1592075054376112,1.8550045207910817,0.4840719,0.4431455,0.040926397
B0018,3,1738.875,0.1084617193958414,-0.3207206869924405,-0.1547818889971049,1.8550045207910817,0.48122603,0.43983597,0.04139006
B0018,3,1748.297,0.1029028497963469,-0.3184357670718483,-0.148967016845516,1.8550045207910817,0.4783898,0.43732563,0.041064173
B0018,3,1757.656,0.0975513303783509,-0.31702408198076,-0.143788548270307,1.8550045207910817,0.475574,0.43528193,0.040292054
B0018,3,1767.016,0.0926647459910019,-0.3162876926097723,-0.1369994977390193,1.8550045207910817,0.4727587,0.4336642,0.039094508
B0018,3,1776.36,0.0878666455762681,-0.3196533370758593,-0.131376621156117,1.8550045207910817,0.46994722,0.4318807,0.038066506
B0018,3,1785.781,0.0827204882363965,-0.3194110109738958,-0.1296773713198618,1.8550045207910817,0.46711132,0.42913845,0.037972867
B0018,3,1795.203,0.0780835622291042,-0.3166643111293455,-0.1231079018186514,1.8550045207910817,0.4642763,0.42666224,0.037614077
B0018,3,1804.625,0.0726287282378664,-0.3146680480893983,-0.1175060643066765,1.8550045207910817,0.4614432,0.4237651,0.037678093
B0018,3,1814.016,0.0684597136441893,-0.3155973945727408,-0.1098114032817039,1.8550045207910817,0.4586198,0.42019743,0.038422376
B0018,3,1823.375,0.0635987476681916,-0.3143860451321696,-0.1043828489211105,1.8550045207910817,0.45580617,0.4164978,0.03930837
B0018,3,1832.75,0.0588473600545491,-0.318994753798255,-0.1025238284913592,1.8550045207910817,0.45298636,0.41261345,0.040372908
B0018,3,1842.156,0.0536855651052172,-0.313636619297535,-0.0926609064391525,1.8550045207910817,0.45015752,0.4088383,0.04131922
B0018,3,1851.531,0.0496008986599951,-0.3165543864380203,-0.0877337106740364,1.8550045207910817,0.44733897,0.40500796,0.04233101
B0018,3,1860.922,0.0443981235329172,-0.3173754830970041,-0.0840221162462242,1.8550045207910817,0.44451413,0.40141925,0.043094873
B0018,3,1870.375,0.040218643732631,-0.3244756545800082,-0.0762028073399546,1.8550045207910817,0.4416675,0.39812323,0.043544263
B0018,3,1879.766,0.0354429435308847,-0.3126942679806209,-0.071046474533934,1.8550045207910817,0.43884137,0.3950373,0.04380408
B0018,3,1889.172,0.0308499876540158,-0.3144796483643028,-0.0642752933625492,1.8550045207910817,0.4360147,0.39168453,0.04433018
B0018,3,1898.594,0.0266675278934367,-0.315156065705604,-0.060759044772666,1.8550045207910817,0.43318224,0.38871387,0.044468373
B0018,3,1908.047,0.0221972539665373,-0.3154804931531418,-0.0586481734920433,1.8550045207910817,0.43034008,0.38614884,0.04419124
B0018,3,1917.438,0.0180610844618682,-0.3211147898565513,-0.0553315642033534,1.8550045207910817,0.4275142,0.38394177,0.043572426
B0018,3,1926.797,0.0138655518672993,-0.3180530375669857,-0.0492504404666233,1.8550045207910817,0.42469692,0.3820414,0.042655528
B0018,3,1936.141,0.0098054579569176,-0.3182986233727067,-0.044423142179337,1.8550045207910817,0.42188525,0.3803859,0.041499346
B0018,3,1945.547,0.0051935583961373,-0.3163257759039789,-0.0406858833020258,1.8550045207910817,0.41905564,0.37885845,0.040197194
B0018,3,1954.922,0.0004569147877813,-0.3171893375424855,-0.0340696414620248,1.8550045207910817,0.41623577,0.37717983,0.039055943
B0018,3,1964.328,-0.0038880679907558,-0.3195233303403877,-0.0264958070610326,1.8550045207910817,0.41340533,0.3750318,0.03837353
B0018,3,1973.875,-0.0082916918341936,-0.3178419665613308,-0.0210584694347535,1.8550045207910817,0.41053218,0.3726004,0.03793177
B0018,3,1983.235,-0.0129645305224732,-0.3178382023650252,-0.0156941288356707,1.8550045207910817,0.40771598,0.36949095,0.038225025
B0018,3,1992.735,-0.0169030030810408,-0.3191586240645561,-0.0098289230881401,1.8550045207910817,0.40485713,0.36595505,0.038902074
B0018,3,2002.125,-0.0215133556685882,-0.3158835622610182,-0.0068906140636097,1.8550045207910817,0.40203217,0.36229354,0.039738625
B0018,3,2011.531,-0.0249553860049619,-0.3149542063024143,-0.0009510698555537,1.8550045207910817,0.39920405,0.3587606,0.04044345
B0018,3,2020.922,-0.0285041686077953,-0.3145551927990468,0.0057721059602828,1.8550045207910817,0.39638096,0.355484,0.040896952
B0018,3,2030.406,-0.0333580648074036,-0.3166887783745064,0.0106243362831139,1.8550045207910817,0.3935292,0.35256195,0.040967256
B0018,3,2039.813,-0.0368967009721929,-0.3165214423067672,0.0143687539338095,1.8550045207910817,0.39069986,0.34999886,0.040701002
B0018,3,2049.188,-0.0420277947467961,-0.3161526983996723,0.0171184826089094,1.8550045207910817,0.38788033,0.3477374,0.040142924
B0018,3,2058.578,-0.0459032899326463,-0.3156887521756631,0.0242756661042957,1.8550045207910817,0.3850566,0.34568933,0.03936729
B0018,3,2068.031,-0.0492059793580268,-0.3158167923313199,0.0335804486726214,1.8550045207910817,0.3822141,0.34377614,0.038437963
B0018,3,2077.391,-0.0539290145182351,-0.3166521904465511,0.0374559058293002,1.8550045207910817,0.37939918,0.3419571,0.037442088
B0018,3,2086.75,-0.058142246693282,-0.3194092089236636,0.043609285290865,1.8550045207910817,0.37658313,0.34015173,0.036431402
B0018,3,2096.141,-0.0619335739956697,-0.3153428345495242,0.0465901715947692,1.8550045207910817,0.37375796,0.3382774,0.03548056
B0018,3,2105.531,-0.0657490977191465,-0.3192341562776494,0.0516348227403294,1.8550045207910817,0.37093318,0.3362305,0.03470269
B0018,3,2114.953,-0.0693332375648116,-0.3193073281424455,0.059474053853466,1.8550045207910817,0.36809716,0.3339179,0.03417927
B0018,3,2124.391,-0.0736587500515046,-0.3145212344703189,0.0635144410596139,1.8550045207910817,0.36525825,0.33127937,0.03397888
B0018,3,2133.813,-0.077058600290495,-0.3132197609655847,0.069000796362845,1.8550045207910817,0.36242655,0.32831848,0.034108073
B0018,3,2143.219,-0.0817709479547029,-0.3151548292681058,0.0714656302923506,1.8550045207910817,0.35959938,0.32509798,0.034501404
B0018,3,2152.61,-0.0856111494898181,-0.3206952837979261,0.078484750090548,1.8550045207910817,0.3567738,0.32169402,0.035079777
B0018,3,2162.063,-0.0899781202489956,-0.3138370270425172,0.0854381675749413,1.8550045207910817,0.3539301,0.31822285,0.035707235
B0018,3,2171.453,-0.093662740662065,-0.3165514947475407,0.0937824859364139,1.8550045207910817,0.35110694,0.31476048,0.036346465
B0018,3,2180.86,-0.0979582108898,-0.3177459113683181,0.0965614107207567,1.8550045207910817,0.34827715,0.31133962,0.036937535
B0018,3,2190.281,-0.1023006820103891,-0.3154401686457205,0.1005441929430286,1.8550045207910817,0.34544358,0.30804604,0.037397534
B0018,3,2199.735,-0.1064354847444476,-0.3164497935782662,0.1076820365053639,1.8550045207910817,0.3426006,0.30490762,0.037692994
B0018,3,2209.11,-0.1104494998064925,-0.3178100295135769,0.1141013102431316,1.8550045207910817,0.33978045,0.301994,0.037786454
B0018,3,2218.5,-0.1137175285512041,-0.3220328868731494,0.1161531574509837,1.8550045207910817,0.33695358,0.29930377,0.03764981
B0018,3,2227.891,-0.118479805963447,-0.3175340876447827,0.1236183984533213,1.8550045207910817,0.3341265,0.296779,0.037347496
B0018,3,2237.266,-0.1222017260607213,-0.3160775098503289,0.1334674548618401,1.8550045207910817,0.3313066,0.2944019,0.036904693
B0018,3,2246.672,-0.1260087199552105,-0.3142611637524329,0.1373615171538951,1.8550045207910817,0.3284787,0.29213014,0.03634855
B0018,3,2256.094,-0.1300548813370536,-0.3169363982294828,0.1389100827479015,1.8550045207910817,0.32564563,0.28992316,0.035722464
B0018,3,2265.469,-0.134601085962737,-0.3179230122770102,0.1505025339782193,1.8550045207910817,0.32282522,0.28770885,0.035116374
B0018,3,2274.844,-0.1386735307033745,-0.3204269112053781,0.1538719863527276,1.8550045207910817,0.32000345,0.2854347,0.034568757
B0018,3,2284.266,-0.1431738412014201,-0.3186146262785547,0.1600680260800869,1.8550045207910817,0.31716725,0.28308436,0.03408289
B0018,3,2293.641,-0.1460236325118624,-0.3158483710500013,0.165708351791644,1.8550045207910817,0.31434703,0.28064007,0.033706963
B0018,3,2303.031,-0.1504538901571083,-0.3186555630094566,0.1719728934336735,1.8550045207910817,0.31152228,0.2781135,0.03340876
B0018,3,2312.391,-0.1545072018128555,-0.3159306878867005,0.1771615846500181,1.8550045207910817,0.3087065,0.2754753,0.0332312
B0018,3,2321.781,-0.1585145629294039,-0.3200321848886972,0.1820735456350663,1.8550045207910817,0.30588117,0.272716,0.033165187
B0018,3,2331.125,-0.163164776137801,-0.3176762104090212,0.1887314064403723,1.8550045207910817,0.30306897,0.26984817,0.033220798
B0018,3,2340.5,-0.167424667987481,-0.3200524380453544,0.1981587416662147,1.8550045207910817,0.30024746,0.26687184,0.03337562
B0018,3,2349.891,-0.1715127099838048,-0.3165518899548991,0.2030462754689769,1.8550045207910817,0.29742154,0.26376942,0.033652127
B0018,3,2359.297,-0.1755584502578515,-0.3157951933931381,0.2106944511508265,1.8550045207910817,0.29459283,0.2606035,0.03398934
B0018,3,2368.703,-0.1799049538580894,-0.3126198231772827,0.2147519701647287,1.8550045207910817,0.2917657,0.2573354,0.034430295
B0018,3,2378.11,-0.1842483948630378,-0.3170557725891928,0.2206013909919246,1.8550045207910817,0.28893772,0.2540603,0.03487742
B0018,3,2387.5,-0.1887288091830192,-0.3210949354917792,0.2265751058091318,1.8550045207910817,0.2861115,0.25072905,0.03538245
B0018,3,2396.86,-0.1917255033431705,-0.3188646088252168,0.2328497250825942,1.8550045207910817,0.2832936,0.24735875,0.03593485
B0018,3,2406.25,-0.1962281161049369,-0.3169131618370193,0.2432383217157109,1.8550045207910817,0.28046834,0.24396713,0.036501214
B0018,3,2415.656,-0.201280180877788,-0.3168216448284582,0.2465157244432789,1.8550045207910817,0.2776391,0.24048974,0.037149355
B0018,3,2425.063,-0.205232878191593,-0.3142218879239542,0.2539290370937508,1.8550045207910817,0.27481058,0.23703344,0.03777714
B0018,3,2434.485,-0.2095192786581216,-0.3180994570335293,0.2635698527164906,1.8550045207910817,0.27197707,0.23358992,0.03838715
B0018,3,2443.86,-0.2135788134284925,-0.316227136538817,0.271756295634889,1.8550045207910817,0.26915687,0.23024307,0.0389138
B0018,3,2453.203,-0.2187876075516774,-0.3149016949346619,0.2776400513764706,1.8550045207910817,0.2663476,0.22692297,0.039424613
B0018,3,2462.563,-0.222830029059708,-0.3208484817245203,0.2813326014486894,1.8550045207910817,0.26353136,0.22373328,0.03979808
B0018,3,2472.016,-0.2276452311123302,-0.3182180470983828,0.2847521611078673,1.8550045207910817,0.26068583,0.2205636,0.040122226
B0018,3,2481.453,-0.2318684862025771,-0.3199440854018906,0.2944249633307726,1.8550045207910817,0.25784546,0.21743104,0.040414423
B0018,3,2490.891,-0.2366102034279698,-0.3143172933350024,0.3020242965805739,1.8550045207910817,0.25500637,0.21426606,0.04074031
B0018,3,2500.281,-0.2409572479858691,-0.3197515038663657,0.3121235912315412,1.8550045207910817,0.25218177,0.21113653,0.041045234
B0018,3,2509.625,-0.2458901471092389,-0.3151240345515887,0.3179262852175947,1.8550045207910817,0.2493707,0.2080657,0.04130499
B0018,3,2519.031,-0.2505373466311357,-0.3161431000960127,0.3266623476404235,1.8550045207910817,0.24654241,0.20500804,0.041534364
B0018,3,2528.453,-0.2554066454702681,-0.3164143843567454,0.3335773174323694,1.8550045207910817,0.24370879,0.20195183,0.041756958
B0018,3,2537.781,-0.2597420044573866,-0.3190433730378588,0.3424006668800664,1.8550045207910817,0.2409023,0.19906119,0.04184112
B0018,3,2547.172,-0.2644031739461084,-0.3201528511707959,0.3511142821572324,1.8550045207910817,0.23807539,0.19629575,0.041779637
B0018,3,2556.547,-0.2690958376351834,-0.3206262340669983,0.3559783980102546,1.8550045207910817,0.23525266,0.19356254,0.041690126
B0018,3,2565.985,-0.2748607450949898,-0.315507371440918,0.3641457213562962,1.8550045207910817,0.2324128,0.19072917,0.04168363
B0018,3,2575.406,-0.2783244010659967,-0.3071060531064146,0.3738082465055485,1.8550045207910817,0.22958344,0.18787433,0.04170911
B0018,3,2584.781,-0.2839295336748083,-0.3170343997920511,0.3794859386665878,1.8550045207910817,0.22676729,0.1850399,0.041727394
B0018,3,2594.141,-0.2889877326877724,-0.3205340801724061,0.3868636483546639,1.8550045207910817,0.22395034,0.18232268,0.04162766
B0018,3,2603.531,-0.2939246615393197,-0.3220554950851637,0.3976500820405882,1.8550045207910817,0.22112238,0.1796606,0.04146178
B0018,3,2612.906,-0.2993754791676954,-0.3165475175138798,0.4052084628963689,1.8550045207910817,0.2183005,0.176939,0.04136151
B0018,3,2622.266,-0.3038222731083681,-0.3194221272708827,0.4133569836270561,1.8550045207910817,0.2154842,0.17428295,0.04120125
B0018,3,2631.672,-0.3093534843505147,-0.3183429772594859,0.4220014708201604,1.8550045207910817,0.21265332,0.17171074,0.04094258
B0018,3,2641.125,-0.3148048340566542,-0.3181373623532555,0.4271416242731418,1.8550045207910817,0.20980883,0.16911106,0.04069777
B0018,3,2650.547,-0.321005143473615,-0.316734999635399,0.4367206374831666,1.8550045207910817,0.20697428,0.16640867,0.04056561
B0018,3,2659.891,-0.3264420052966812,-0.3169215994052388,0.4483819711913734,1.8550045207910817,0.2041637,0.16381203,0.040351674
B0018,3,2669.281,-0.3310636627710563,-0.3139439167867107,0.456908790634031,1.8550045207910817,0.20134038,0.16137072,0.039969653
B0018,3,2678.672,-0.3361166485314579,-0.3197349326846528,0.4626176378106806,1.8550045207910817,0.19851564,0.1591742,0.039341435
B0018,3,2688.016,-0.3421744392125821,-0.3228230279147712,0.473000043296451,1.8550045207910817,0.19570154,0.15716593,0.03853561
B0018,3,2697.36,-0.3485612428127099,-0.3175665379910746,0.4809697163653793,1.8550045207910817,0.1928883,0.15512566,0.037762642
B0018,3,2706.735,-0.3534908099054326,-0.3178379993279365,0.4911263856857127,1.8550045207910817,0.1900677,0.1531553,0.036912397
B0018,3,2716.11,-0.3594549228014788,-0.3208529223843472,0.4976433555277569,1.8550045207910817,0.18724579,0.15132435,0.03592144
B0018,3,2725.453,-0.3660328796408755,-0.3189423723166218,0.507218120434018,1.8550045207910817,0.18443309,0.14953053,0.034902558
B0018,3,2734.828,-0.372447197471798,-0.3197781411016043,0.5133531753397128,1.8550045207910817,0.18161117,0.14775054,0.033860624
B0018,3,2744.188,-0.3779334702870732,-0.3203022784892682,0.5220238223414165,1.8550045207910817,0.17879322,0.14608628,0.032706946
B0018,3,2753.594,-0.3836728673852653,-0.318629171235405,0.5304851218330369,1.8550045207910817,0.1759619,0.14457263,0.031389266
B0018,3,2762.969,-0.3904820182307376,-0.3193653006003696,0.5401204822042015,1.8550045207910817,0.17314026,0.143168,0.029972255
B0018,3,2772.375,-0.3974803152673098,-0.3166386562006145,0.5522078052249694,1.8550045207910817,0.1703101,0.14176348,0.028546616
B0018,3,2781.688,-0.4041760618117838,-0.3132603934095579,0.5578842317603804,1.8550045207910817,0.1675103,0.14041464,0.02709566
B0018,3,2791.047,-0.4108994141563162,-0.3199328595643322,0.5651079247487283,1.8550045207910817,0.16469538,0.13911588,0.025579497
B0018,3,2800.406,-0.4185278581966486,-0.3151480109675662,0.5728428693806338,1.8550045207910817,0.16187972,0.1378632,0.024016514
B0018,3,2809.75,-0.4248076096915836,-0.3143266518825575,0.5846292693639733,1.8550045207910817,0.15907077,0.13660732,0.022463456
B0018,3,2819.156,-0.4324978401149449,-0.3166555179813661,0.5982092659653401,1.8550045207910817,0.1562426,0.13538124,0.020861357
B0018,3,2828.531,-0.439920483078875,-0.3196911390045647,0.6020072622385259,1.8550045207910817,0.15342163,0.13415515,0.019266471
B0018,3,2837.891,-0.4477185294648791,-0.3200749536371616,0.6123343846979087,1.8550045207910817,0.1506038,0.13288787,0.017715931
B0018,3,2847.297,-0.4555189968465314,-0.3229541121735135,0.6231120104890159,1.8550045207910817,0.14777085,0.13161004,0.016160816
B0018,3,2856.688,-0.4637789629152767,-0.3153264271384456,0.6288247530380331,1.8550045207910817,0.1449443,0.13023654,0.014707759
B0018,3,2866.078,-0.4724096010647827,-0.3184630541917774,0.6380777854840035,1.8550045207910817,0.14211981,0.12884535,0.013274461
B0018,3,2875.578,-0.4814777682835589,-0.3137997659117983,0.6511567972481249,1.8550045207910817,0.13926286,0.1273645,0.011898354
